event_id,customer_id,brand_id,event_time,event_type,event_properties
136,C0008,brand_b,3/21/2024 11:00,purchase,
137,C0008,brand_b,3/22/2024 11:00,delivery,delay_days=1
138,C0008,brand_b,6/25/2023 3:00,email_sent,campaign=welcome
139,C0008,brand_b,10/25/2025 12:00,email_sent,campaign=winback_20pct
140,C0009,brand_b,10/19/2023 21:00,signup,
141,C0009,brand_b,10/21/2023 7:00,view_onboarding_step,step=1
142,C0009,brand_b,10/20/2023 21:00,view_onboarding_step,step=2
143,C0009,brand_b,10/23/2023 13:00,complete_onboarding,
144,C0009,brand_b,9/6/2024 11:00,session,
145,C0009,brand_b,5/10/2024 19:00,session,
146,C0009,brand_b,7/5/2024 17:00,session,
147,C0009,brand_b,4/16/2024 13:00,session,
148,C0009,brand_b,2/22/2025 11:00,session,
149,C0009,brand_b,12/21/2023 18:00,session,
150,C0009,brand_b,7/14/2025 9:00,session,
151,C0009,brand_b,7/21/2024 20:00,session,
152,C0009,brand_b,2/9/2024 18:00,purchase,
153,C0009,brand_b,2/11/2024 18:00,delivery,delay_days=2
154,C0009,brand_b,5/14/2024 12:00,purchase,
155,C0009,brand_b,5/17/2024 12:00,delivery,delay_days=3
156,C0009,brand_b,10/20/2023 6:00,email_sent,campaign=welcome
157,C0009,brand_b,10/21/2023 18:00,email_opened,campaign=welcome
158,C0009,brand_b,10/21/2023 21:00,email_clicked,campaign=welcome
159,C0009,brand_b,10/25/2025 14:00,email_sent,campaign=winback_20pct
160,C0010,brand_a,1/13/2024 11:00,signup,
161,C0010,brand_a,1/16/2024 6:00,view_onboarding_step,step=1
162,C0010,brand_a,1/16/2024 9:00,view_onboarding_step,step=2
163,C0010,brand_a,1/16/2024 6:00,complete_onboarding,
164,C0010,brand_a,1/29/2024 9:00,session,
165,C0010,brand_a,8/26/2025 7:00,session,
166,C0010,brand_a,5/2/2024 15:00,session,
167,C0010,brand_a,12/13/2024 15:00,session,
168,C0010,brand_a,7/27/2024 15:00,session,
169,C0010,brand_a,5/9/2025 17:00,session,
170,C0010,brand_a,7/31/2024 14:00,session,
171,C0010,brand_a,3/25/2024 21:00,session,
172,C0010,brand_a,1/25/2024 17:00,purchase,
173,C0010,brand_a,1/27/2024 17:00,delivery,delay_days=2
174,C0010,brand_a,3/2/2024 11:00,purchase,
175,C0010,brand_a,3/3/2024 11:00,delivery,delay_days=1
176,C0010,brand_a,4/7/2024 9:00,purchase,
177,C0010,brand_a,4/9/2024 9:00,delivery,delay_days=2
178,C0010,brand_a,4/8/2024 10:00,purchase,
179,C0010,brand_a,4/11/2024 10:00,delivery,delay_days=3
180,C0010,brand_a,6/21/2024 18:00,purchase,
181,C0010,brand_a,6/24/2024 18:00,delivery,delay_days=3
182,C0010,brand_a,1/13/2024 19:00,email_sent,campaign=welcome
183,C0010,brand_a,1/13/2024 23:00,email_opened,campaign=welcome
184,C0010,brand_a,1/14/2024 12:00,email_clicked,campaign=welcome
185,C0010,brand_a,10/25/2025 9:00,email_sent,campaign=winback_20pct
186,C0010,brand_a,10/27/2025 12:00,email_opened,campaign=winback_20pct
187,C0011,brand_a,2/2/2023 11:00,signup,
188,C0011,brand_a,2/2/2023 23:00,view_onboarding_step,step=1
189,C0011,brand_a,2/4/2023 6:00,view_onboarding_step,step=2
190,C0011,brand_a,2/4/2023 18:00,view_onboarding_step,step=3
191,C0011,brand_a,12/1/2023 13:00,session,
192,C0011,brand_a,5/21/2024 8:00,session,
193,C0011,brand_a,9/15/2025 18:00,session,
194,C0011,brand_a,9/1/2024 19:00,session,
195,C0011,brand_a,8/21/2023 19:00,purchase,
196,C0011,brand_a,8/22/2023 19:00,delivery,delay_days=1
197,C0011,brand_a,1/4/2024 9:00,purchase,
198,C0011,brand_a,1/8/2024 9:00,delivery,delay_days=4
199,C0011,brand_a,2/25/2024 13:00,purchase,
200,C0011,brand_a,2/28/2024 13:00,delivery,delay_days=3
201,C0011,brand_a,2/2/2023 22:00,email_sent,campaign=welcome
202,C0011,brand_a,10/25/2025 19:00,email_sent,campaign=winback_20pct
203,C0012,brand_b,9/11/2024 21:00,signup,
204,C0012,brand_b,9/12/2024 6:00,view_onboarding_step,step=1
205,C0012,brand_b,9/12/2024 1:00,view_onboarding_step,step=2
206,C0012,brand_b,9/12/2024 4:00,complete_onboarding,
207,C0012,brand_b,9/18/2025 17:00,session,
208,C0012,brand_b,2/18/2025 10:00,session,
209,C0012,brand_b,9/24/2024 16:00,purchase,
210,C0012,brand_b,9/29/2024 16:00,delivery,delay_days=5
211,C0012,brand_b,10/19/2024 13:00,purchase,
212,C0012,brand_b,10/21/2024 13:00,delivery,delay_days=2
213,C0012,brand_b,1/11/2025 11:00,purchase,
214,C0012,brand_b,1/15/2025 11:00,delivery,delay_days=4
215,C0012,brand_b,2/27/2025 16:00,purchase,
216,C0012,brand_b,3/1/2025 16:00,delivery,delay_days=2
217,C0012,brand_b,9/12/2024 13:00,email_sent,campaign=welcome
218,C0012,brand_b,10/25/2025 16:00,email_sent,campaign=winback_20pct
219,C0013,brand_a,12/9/2023 19:00,signup,
220,C0013,brand_a,12/10/2023 10:00,view_onboarding_step,step=1
221,C0013,brand_a,12/10/2023 13:00,complete_onboarding,
222,C0013,brand_a,10/23/2025 14:00,session,
223,C0013,brand_a,8/3/2025 17:00,session,
224,C0013,brand_a,4/28/2025 22:00,session,
225,C0013,brand_a,1/3/2025 20:00,purchase,
226,C0013,brand_a,1/6/2025 20:00,delivery,delay_days=3
227,C0013,brand_a,12/9/2023 23:00,email_sent,campaign=welcome
228,C0014,brand_a,4/9/2025 17:00,signup,
229,C0014,brand_a,4/9/2025 20:00,view_onboarding_step,step=1
230,C0014,brand_a,4/12/2025 8:00,view_onboarding_step,step=2
231,C0014,brand_a,4/12/2025 3:00,complete_onboarding,
232,C0014,brand_a,6/7/2025 18:00,session,
233,C0014,brand_a,6/8/2025 16:00,purchase,
234,C0014,brand_a,6/11/2025 16:00,delivery,delay_days=3
235,C0014,brand_a,7/4/2025 14:00,purchase,
236,C0014,brand_a,7/7/2025 14:00,delivery,delay_days=3
237,C0014,brand_a,7/7/2025 18:00,purchase,
238,C0014,brand_a,7/10/2025 18:00,delivery,delay_days=3
239,C0014,brand_a,4/10/2025 16:00,email_sent,campaign=welcome
240,C0014,brand_a,4/11/2025 15:00,email_opened,campaign=welcome
241,C0014,brand_a,4/12/2025 11:00,email_clicked,campaign=welcome
242,C0015,brand_a,4/5/2024 15:00,signup,
243,C0015,brand_a,4/7/2024 7:00,view_onboarding_step,step=1
244,C0015,brand_a,4/5/2024 19:00,view_onboarding_step,step=2
245,C0015,brand_a,4/7/2024 3:00,view_onboarding_step,step=3
246,C0015,brand_a,4/6/2024 7:00,view_onboarding_step,step=4
247,C0015,brand_a,4/9/2024 13:00,complete_onboarding,
248,C0015,brand_a,11/29/2024 16:00,session,
249,C0015,brand_a,9/30/2024 12:00,session,
250,C0015,brand_a,5/12/2025 16:00,session,
251,C0015,brand_a,4/15/2024 10:00,session,
252,C0015,brand_a,10/31/2024 18:00,purchase,
253,C0015,brand_a,11/3/2024 18:00,delivery,delay_days=3
254,C0015,brand_a,4/5/2024 18:00,email_sent,campaign=welcome
255,C0015,brand_a,10/25/2025 19:00,email_sent,campaign=winback_20pct
256,C0016,brand_b,8/8/2023 10:00,signup,
257,C0016,brand_b,8/8/2023 20:00,view_onboarding_step,step=1
258,C0016,brand_b,8/11/2023 8:00,view_onboarding_step,step=2
259,C0016,brand_b,8/9/2023 14:00,view_onboarding_step,step=3
260,C0016,brand_b,8/9/2023 16:00,view_onboarding_step,step=4
261,C0016,brand_b,8/9/2023 12:00,complete_onboarding,
262,C0016,brand_b,10/14/2023 22:00,session,
263,C0016,brand_b,7/24/2024 16:00,session,
264,C0016,brand_b,8/9/2023 9:00,session,
265,C0016,brand_b,4/1/2024 18:00,session,
266,C0016,brand_b,8/23/2025 21:00,session,
267,C0016,brand_b,5/21/2024 21:00,session,
268,C0016,brand_b,9/19/2025 13:00,session,
269,C0016,brand_b,8/10/2023 12:00,purchase,
270,C0016,brand_b,8/13/2023 12:00,delivery,delay_days=3
271,C0016,brand_b,5/3/2024 9:00,purchase,
272,C0016,brand_b,5/8/2024 9:00,delivery,delay_days=5
273,C0016,brand_b,10/1/2024 12:00,purchase,
274,C0016,brand_b,10/3/2024 12:00,delivery,delay_days=2
275,C0016,brand_b,3/18/2025 15:00,purchase,
276,C0016,brand_b,3/22/2025 15:00,delivery,delay_days=4
277,C0016,brand_b,8/8/2023 14:00,email_sent,campaign=welcome
278,C0016,brand_b,8/9/2023 15:00,email_opened,campaign=welcome
279,C0016,brand_b,8/10/2023 5:00,email_clicked,campaign=welcome
280,C0017,brand_a,2/25/2025 12:00,signup,
281,C0017,brand_a,2/25/2025 21:00,view_onboarding_step,step=1
282,C0017,brand_a,2/26/2025 14:00,view_onboarding_step,step=2
283,C0017,brand_a,2/26/2025 1:00,view_onboarding_step,step=3
284,C0017,brand_a,2/27/2025 19:00,view_onboarding_step,step=4
285,C0017,brand_a,2/27/2025 15:00,complete_onboarding,
286,C0017,brand_a,8/5/2025 11:00,session,
287,C0017,brand_a,7/11/2025 17:00,session,
288,C0017,brand_a,3/5/2025 19:00,purchase,
289,C0017,brand_a,3/7/2025 19:00,delivery,delay_days=2
290,C0017,brand_a,3/9/2025 16:00,purchase,
291,C0017,brand_a,3/12/2025 16:00,delivery,delay_days=3
292,C0017,brand_a,4/9/2025 9:00,purchase,
293,C0017,brand_a,4/10/2025 9:00,delivery,delay_days=1
294,C0017,brand_a,4/13/2025 20:00,purchase,
295,C0017,brand_a,4/15/2025 20:00,delivery,delay_days=2
296,C0017,brand_a,10/1/2025 18:00,support_ticket_opened,issue=delivery
297,C0017,brand_a,10/4/2025 3:00,support_ticket_closed,
298,C0017,brand_a,2/26/2025 8:00,email_sent,campaign=welcome
299,C0017,brand_a,2/27/2025 6:00,email_opened,campaign=welcome
300,C0018,brand_a,11/12/2024 11:00,signup,
301,C0018,brand_a,11/14/2024 20:00,view_onboarding_step,step=1
302,C0018,brand_a,11/14/2024 13:00,view_onboarding_step,step=2
303,C0018,brand_a,1/24/2025 19:00,session,
304,C0018,brand_a,6/22/2025 8:00,session,
305,C0018,brand_a,12/25/2024 20:00,session,
306,C0018,brand_a,7/6/2025 17:00,session,
307,C0018,brand_a,8/22/2025 13:00,session,
308,C0018,brand_a,12/31/2024 9:00,session,
309,C0018,brand_a,2/17/2025 15:00,session,
310,C0018,brand_a,1/30/2025 18:00,purchase,
311,C0018,brand_a,2/3/2025 18:00,delivery,delay_days=4
312,C0018,brand_a,4/16/2025 19:00,purchase,
313,C0018,brand_a,4/17/2025 19:00,delivery,delay_days=1
314,C0018,brand_a,11/12/2024 23:00,email_sent,campaign=welcome
315,C0018,brand_a,11/13/2024 1:00,email_opened,campaign=welcome
316,C0019,brand_b,1/17/2023 20:00,signup,
317,C0019,brand_b,1/20/2023 7:00,view_onboarding_step,step=1
318,C0019,brand_b,1/18/2023 12:00,view_onboarding_step,step=2
319,C0019,brand_b,1/17/2023 22:00,view_onboarding_step,step=3
320,C0019,brand_b,1/20/2023 21:00,complete_onboarding,
321,C0019,brand_b,1/29/2023 16:00,session,
322,C0019,brand_b,12/26/2023 16:00,session,
323,C0019,brand_b,3/3/2024 16:00,session,
324,C0019,brand_b,8/6/2023 12:00,purchase,
325,C0019,brand_b,8/9/2023 12:00,delivery,delay_days=3
326,C0019,brand_b,6/18/2024 17:00,purchase,
327,C0019,brand_b,6/20/2024 17:00,delivery,delay_days=2
328,C0019,brand_b,7/10/2025 16:00,support_ticket_opened,issue=delivery
329,C0019,brand_b,7/13/2025 10:00,support_ticket_closed,
330,C0019,brand_b,1/18/2023 3:00,email_sent,campaign=welcome
331,C0019,brand_b,1/18/2023 15:00,email_opened,campaign=welcome
332,C0019,brand_b,1/19/2023 11:00,email_clicked,campaign=welcome
333,C0019,brand_b,10/25/2025 9:00,email_sent,campaign=winback_20pct
334,C0019,brand_b,10/25/2025 17:00,email_opened,campaign=winback_20pct
335,C0020,brand_b,1/1/2025 20:00,signup,
336,C0020,brand_b,1/4/2025 2:00,view_onboarding_step,step=1
337,C0020,brand_b,1/3/2025 20:00,view_onboarding_step,step=2
338,C0020,brand_b,1/2/2025 15:00,view_onboarding_step,step=3
339,C0020,brand_b,1/4/2025 8:00,view_onboarding_step,step=4
340,C0020,brand_b,1/2/2025 19:00,complete_onboarding,
341,C0020,brand_b,5/20/2025 11:00,session,
342,C0020,brand_b,7/12/2025 10:00,session,
343,C0020,brand_b,7/25/2025 12:00,session,
344,C0020,brand_b,10/19/2025 8:00,session,
345,C0020,brand_b,1/16/2025 11:00,session,
346,C0020,brand_b,3/6/2025 14:00,session,
347,C0020,brand_b,2/6/2025 15:00,purchase,
348,C0020,brand_b,2/7/2025 15:00,delivery,delay_days=1
349,C0020,brand_b,1/2/2025 17:00,email_sent,campaign=welcome
350,C0020,brand_b,1/3/2025 2:00,email_opened,campaign=welcome
351,C0020,brand_b,1/3/2025 15:00,email_clicked,campaign=welcome
352,C0020,brand_b,10/25/2025 18:00,email_sent,campaign=winback_20pct
353,C0021,brand_b,2/12/2025 12:00,signup,
354,C0021,brand_b,2/14/2025 14:00,view_onboarding_step,step=1
355,C0021,brand_b,2/13/2025 16:00,complete_onboarding,
356,C0021,brand_b,6/24/2025 13:00,session,
357,C0021,brand_b,3/7/2025 16:00,purchase,
358,C0021,brand_b,3/9/2025 16:00,delivery,delay_days=2
359,C0021,brand_b,5/28/2025 12:00,purchase,
360,C0021,brand_b,6/4/2025 12:00,delivery,delay_days=7
361,C0021,brand_b,7/1/2025 10:00,purchase,
362,C0021,brand_b,7/3/2025 10:00,delivery,delay_days=2
363,C0021,brand_b,10/11/2025 9:00,support_ticket_opened,issue=delivery
364,C0021,brand_b,10/15/2025 3:00,support_ticket_closed,
365,C0021,brand_b,2/12/2025 13:00,email_sent,campaign=welcome
366,C0022,brand_c,2/25/2025 13:00,signup,
367,C0022,brand_c,2/26/2025 5:00,view_onboarding_step,step=1
368,C0022,brand_c,2/28/2025 12:00,view_onboarding_step,step=2
369,C0022,brand_c,2/27/2025 2:00,view_onboarding_step,step=3
370,C0022,brand_c,2/26/2025 8:00,view_onboarding_step,step=4
371,C0022,brand_c,10/3/2025 22:00,session,
372,C0022,brand_c,10/26/2025 20:00,session,
373,C0022,brand_c,4/4/2025 21:00,session,
374,C0022,brand_c,6/23/2025 19:00,session,
375,C0022,brand_c,4/14/2025 7:00,session,
376,C0022,brand_c,6/10/2025 7:00,session,
377,C0022,brand_c,3/25/2025 12:00,purchase,
378,C0022,brand_c,3/31/2025 12:00,delivery,delay_days=6
379,C0022,brand_c,4/10/2025 13:00,purchase,
380,C0022,brand_c,4/14/2025 13:00,delivery,delay_days=4
381,C0022,brand_c,4/11/2025 10:00,purchase,
382,C0022,brand_c,4/17/2025 10:00,delivery,delay_days=6
383,C0022,brand_c,4/12/2025 16:00,purchase,
384,C0022,brand_c,4/12/2025 16:00,delivery,delay_days=0
385,C0022,brand_c,4/19/2025 9:00,purchase,
386,C0022,brand_c,4/23/2025 9:00,delivery,delay_days=4
387,C0022,brand_c,2/26/2025 8:00,email_sent,campaign=welcome
388,C0022,brand_c,2/28/2025 4:00,email_opened,campaign=welcome
389,C0022,brand_c,10/25/2025 16:00,email_sent,campaign=winback_20pct
390,C0023,brand_b,11/28/2024 21:00,signup,
391,C0023,brand_b,11/29/2024 8:00,view_onboarding_step,step=1
392,C0023,brand_b,11/30/2024 6:00,view_onboarding_step,step=2
393,C0023,brand_b,12/1/2024 1:00,complete_onboarding,
394,C0023,brand_b,2/26/2025 19:00,session,
395,C0023,brand_b,3/18/2025 16:00,session,
396,C0023,brand_b,7/30/2025 19:00,session,
397,C0023,brand_b,5/26/2025 7:00,session,
398,C0023,brand_b,9/3/2025 13:00,session,
399,C0023,brand_b,8/28/2025 12:00,session,
400,C0023,brand_b,10/4/2025 9:00,session,
401,C0023,brand_b,12/17/2024 15:00,purchase,
402,C0023,brand_b,12/21/2024 15:00,delivery,delay_days=4
403,C0023,brand_b,3/2/2025 16:00,purchase,
404,C0023,brand_b,3/4/2025 16:00,delivery,delay_days=2
405,C0023,brand_b,3/30/2025 12:00,purchase,
406,C0023,brand_b,4/1/2025 12:00,delivery,delay_days=2
407,C0023,brand_b,11/29/2024 19:00,email_sent,campaign=welcome
408,C0023,brand_b,11/30/2024 18:00,email_opened,campaign=welcome
409,C0023,brand_b,11/30/2024 23:00,email_clicked,campaign=welcome
410,C0024,brand_b,8/3/2023 11:00,signup,
411,C0024,brand_b,8/4/2023 16:00,view_onboarding_step,step=1
412,C0024,brand_b,3/17/2024 16:00,session,
413,C0024,brand_b,11/15/2023 12:00,purchase,
414,C0024,brand_b,11/19/2023 12:00,delivery,delay_days=4
415,C0024,brand_b,2/15/2024 14:00,purchase,
416,C0024,brand_b,2/23/2024 14:00,delivery,delay_days=8
417,C0024,brand_b,8/3/2023 16:00,email_sent,campaign=welcome
418,C0024,brand_b,8/4/2023 17:00,email_opened,campaign=welcome
419,C0024,brand_b,10/25/2025 15:00,email_sent,campaign=winback_20pct
420,C0025,brand_b,3/23/2025 10:00,signup,
421,C0025,brand_b,3/26/2025 2:00,view_onboarding_step,step=1
422,C0025,brand_b,3/25/2025 23:00,view_onboarding_step,step=2
423,C0025,brand_b,3/25/2025 17:00,view_onboarding_step,step=3
424,C0025,brand_b,3/25/2025 4:00,view_onboarding_step,step=4
425,C0025,brand_b,8/7/2025 21:00,session,
426,C0025,brand_b,7/24/2025 12:00,session,
427,C0025,brand_b,7/21/2025 12:00,session,
428,C0025,brand_b,8/14/2025 21:00,session,
429,C0025,brand_b,8/17/2025 21:00,session,
430,C0025,brand_b,10/26/2025 21:00,session,
431,C0025,brand_b,7/4/2025 16:00,purchase,
432,C0025,brand_b,7/7/2025 16:00,delivery,delay_days=3
433,C0025,brand_b,8/23/2025 14:00,purchase,
434,C0025,brand_b,8/26/2025 14:00,delivery,delay_days=3
435,C0025,brand_b,3/23/2025 12:00,email_sent,campaign=welcome
436,C0026,brand_a,2/11/2023 12:00,signup,
437,C0026,brand_a,2/12/2023 0:00,view_onboarding_step,step=1
438,C0026,brand_a,2/11/2023 22:00,view_onboarding_step,step=2
439,C0026,brand_a,2/11/2023 21:00,complete_onboarding,
440,C0026,brand_a,3/6/2023 15:00,session,
441,C0026,brand_a,3/9/2025 8:00,session,
442,C0026,brand_a,9/3/2025 8:00,session,
443,C0026,brand_a,12/5/2023 14:00,session,
444,C0026,brand_a,5/18/2024 14:00,purchase,
445,C0026,brand_a,5/22/2024 14:00,delivery,delay_days=4
446,C0026,brand_a,2/11/2023 19:00,email_sent,campaign=welcome
447,C0026,brand_a,10/25/2025 15:00,email_sent,campaign=winback_20pct
448,C0026,brand_a,10/28/2025 1:00,email_opened,campaign=winback_20pct
449,C0027,brand_a,10/23/2024 17:00,signup,
450,C0027,brand_a,10/24/2024 10:00,view_onboarding_step,step=1
451,C0027,brand_a,10/24/2024 15:00,complete_onboarding,
452,C0027,brand_a,8/25/2025 8:00,session,
453,C0027,brand_a,11/23/2024 18:00,session,
454,C0027,brand_a,3/1/2025 7:00,session,
455,C0027,brand_a,7/3/2025 13:00,session,
456,C0027,brand_a,6/2/2025 15:00,session,
457,C0027,brand_a,3/1/2025 15:00,session,
458,C0027,brand_a,10/26/2025 15:00,session,
459,C0027,brand_a,12/7/2024 20:00,session,
460,C0027,brand_a,2/8/2025 10:00,session,
461,C0027,brand_a,1/7/2025 19:00,purchase,
462,C0027,brand_a,1/8/2025 19:00,delivery,delay_days=1
463,C0027,brand_a,5/13/2025 18:00,purchase,
464,C0027,brand_a,5/16/2025 18:00,delivery,delay_days=3
465,C0027,brand_a,10/24/2024 0:00,email_sent,campaign=welcome
466,C0027,brand_a,10/25/2024 9:00,email_opened,campaign=welcome
