brand_id,date,metric_name,value
brand_a,6/2/2025,discount_revenue_share,0.327
brand_a,6/2/2025,active_users_30d,1058
brand_a,6/3/2025,churn_rate_30d,0.1336
brand_a,6/3/2025,avg_order_value,80.15
brand_a,6/3/2025,ltv_cac_ratio,3.192
brand_a,6/3/2025,return_rate,0.0759
brand_a,6/3/2025,discount_revenue_share,0.3047
brand_a,6/3/2025,active_users_30d,919
brand_a,6/4/2025,churn_rate_30d,0.1379
brand_a,6/4/2025,avg_order_value,79.04
brand_a,6/4/2025,ltv_cac_ratio,3.294
brand_a,6/4/2025,return_rate,0.0871
brand_a,6/4/2025,discount_revenue_share,0.3242
brand_a,6/4/2025,active_users_30d,1257
brand_a,6/5/2025,churn_rate_30d,0.1385
brand_a,6/5/2025,avg_order_value,74.45
brand_a,6/5/2025,ltv_cac_ratio,3.045
brand_a,6/5/2025,return_rate,0.0903
brand_a,6/5/2025,discount_revenue_share,0.3175
brand_a,6/5/2025,active_users_30d,734
brand_a,6/6/2025,churn_rate_30d,0.1343
brand_a,6/6/2025,avg_order_value,76.62
brand_a,6/6/2025,ltv_cac_ratio,3.348
brand_a,6/6/2025,return_rate,0.0773
brand_a,6/6/2025,discount_revenue_share,0.3372
brand_a,6/6/2025,active_users_30d,819
brand_a,6/7/2025,churn_rate_30d,0.1358
brand_a,6/7/2025,avg_order_value,79.51
brand_a,6/7/2025,ltv_cac_ratio,3.085
brand_a,6/7/2025,return_rate,0.0839
brand_a,6/7/2025,discount_revenue_share,0.3177
brand_a,6/7/2025,active_users_30d,1245
brand_a,6/8/2025,churn_rate_30d,0.1375
brand_a,6/8/2025,avg_order_value,79.31
brand_a,6/8/2025,ltv_cac_ratio,3.199
brand_a,6/8/2025,return_rate,0.0769
brand_a,6/8/2025,discount_revenue_share,0.3305
brand_a,6/8/2025,active_users_30d,1212
brand_a,6/9/2025,churn_rate_30d,0.1281
brand_a,6/9/2025,avg_order_value,82.58
brand_a,6/9/2025,ltv_cac_ratio,3.421
brand_a,6/9/2025,return_rate,0.086
brand_a,6/9/2025,discount_revenue_share,0.3292
brand_a,6/9/2025,active_users_30d,540
brand_a,6/10/2025,churn_rate_30d,0.1408
brand_a,6/10/2025,avg_order_value,75.86
brand_a,6/10/2025,ltv_cac_ratio,3.333
brand_a,6/10/2025,return_rate,0.0756
brand_a,6/10/2025,discount_revenue_share,0.3283
brand_a,6/10/2025,active_users_30d,558
brand_a,6/11/2025,churn_rate_30d,0.1155
brand_a,6/11/2025,avg_order_value,77.72
brand_a,6/11/2025,ltv_cac_ratio,3.241
brand_a,6/11/2025,return_rate,0.0851
brand_a,6/11/2025,discount_revenue_share,0.3362
brand_a,6/11/2025,active_users_30d,938
brand_a,6/12/2025,churn_rate_30d,0.1434
brand_a,6/12/2025,avg_order_value,75.86
brand_a,6/12/2025,ltv_cac_ratio,3.173
brand_a,6/12/2025,return_rate,0.0749
brand_a,6/12/2025,discount_revenue_share,0.3166
brand_a,6/12/2025,active_users_30d,1257
brand_a,6/13/2025,churn_rate_30d,0.1435
brand_a,6/13/2025,avg_order_value,80.22
brand_a,6/13/2025,ltv_cac_ratio,3.253
brand_a,6/13/2025,return_rate,0.0896
brand_a,6/13/2025,discount_revenue_share,0.3009
brand_a,6/13/2025,active_users_30d,1300
brand_a,6/14/2025,churn_rate_30d,0.1227
brand_a,6/14/2025,avg_order_value,76.41
brand_a,6/14/2025,ltv_cac_ratio,3.19
brand_a,6/14/2025,return_rate,0.0897
brand_a,6/14/2025,discount_revenue_share,0.3001
brand_a,6/14/2025,active_users_30d,492
brand_a,6/15/2025,churn_rate_30d,0.1426
brand_a,6/15/2025,avg_order_value,77.42
brand_a,6/15/2025,ltv_cac_ratio,3.447
brand_a,6/15/2025,return_rate,0.0839
brand_a,6/15/2025,discount_revenue_share,0.3148
brand_a,6/15/2025,active_users_30d,1177
brand_a,6/16/2025,churn_rate_30d,0.1273
brand_a,6/16/2025,avg_order_value,81.25
brand_a,6/16/2025,ltv_cac_ratio,3.244
brand_a,6/16/2025,return_rate,0.0792
brand_a,6/16/2025,discount_revenue_share,0.3224
brand_a,6/16/2025,active_users_30d,753
brand_a,6/17/2025,churn_rate_30d,0.1348
brand_a,6/17/2025,avg_order_value,80.07
brand_a,6/17/2025,ltv_cac_ratio,3.333
brand_a,6/17/2025,return_rate,0.0878
brand_a,6/17/2025,discount_revenue_share,0.2926
brand_a,6/17/2025,active_users_30d,598
brand_a,6/18/2025,churn_rate_30d,0.1257
brand_a,6/18/2025,avg_order_value,75.89
brand_a,6/18/2025,ltv_cac_ratio,3.213
brand_a,6/18/2025,return_rate,0.078
brand_a,6/18/2025,discount_revenue_share,0.3184
brand_a,6/18/2025,active_users_30d,1150
brand_a,6/19/2025,churn_rate_30d,0.1335
brand_a,6/19/2025,avg_order_value,78.88
brand_a,6/19/2025,ltv_cac_ratio,3.321
brand_a,6/19/2025,return_rate,0.0862
brand_a,6/19/2025,discount_revenue_share,0.3155
brand_a,6/19/2025,active_users_30d,1341
brand_a,6/20/2025,churn_rate_30d,0.1343
brand_a,6/20/2025,avg_order_value,78.2
brand_a,6/20/2025,ltv_cac_ratio,3.33
brand_a,6/20/2025,return_rate,0.0767
brand_a,6/20/2025,discount_revenue_share,0.3156
brand_a,6/20/2025,active_users_30d,1322
brand_a,6/21/2025,churn_rate_30d,0.1328
brand_a,6/21/2025,avg_order_value,79.93
brand_a,6/21/2025,ltv_cac_ratio,3.23
brand_a,6/21/2025,return_rate,0.0902
brand_a,6/21/2025,discount_revenue_share,0.3095
brand_a,6/21/2025,active_users_30d,1063
brand_a,6/22/2025,churn_rate_30d,0.1482
brand_a,6/22/2025,avg_order_value,77.53
brand_a,6/22/2025,ltv_cac_ratio,3.2
brand_a,6/22/2025,return_rate,0.0925
brand_a,6/22/2025,discount_revenue_share,0.3298
brand_a,6/22/2025,active_users_30d,1397
brand_a,6/23/2025,churn_rate_30d,0.1399
brand_a,6/23/2025,avg_order_value,78.77
brand_a,6/23/2025,ltv_cac_ratio,3.302
brand_a,6/23/2025,return_rate,0.088
brand_a,6/23/2025,discount_revenue_share,0.3131
brand_a,6/23/2025,active_users_30d,501
brand_a,6/24/2025,churn_rate_30d,0.1448
brand_a,6/24/2025,avg_order_value,82.6
brand_a,6/24/2025,ltv_cac_ratio,3.259
brand_a,6/24/2025,return_rate,0.0737
brand_a,6/24/2025,discount_revenue_share,0.292
brand_a,6/24/2025,active_users_30d,402
brand_a,6/25/2025,churn_rate_30d,0.1361
brand_a,6/25/2025,avg_order_value,77.82
brand_a,6/25/2025,ltv_cac_ratio,3.286
brand_a,6/25/2025,return_rate,0.0826
brand_a,6/25/2025,discount_revenue_share,0.306
brand_a,6/25/2025,active_users_30d,1261
brand_a,6/26/2025,churn_rate_30d,0.1231
brand_a,6/26/2025,avg_order_value,79.14
brand_a,6/26/2025,ltv_cac_ratio,3.183
brand_a,6/26/2025,return_rate,0.0854
brand_a,6/26/2025,discount_revenue_share,0.3239
brand_a,6/26/2025,active_users_30d,1310
brand_a,6/27/2025,churn_rate_30d,0.1312
brand_a,6/27/2025,avg_order_value,80.27
brand_a,6/27/2025,ltv_cac_ratio,3.443
brand_a,6/27/2025,return_rate,0.0863
brand_a,6/27/2025,discount_revenue_share,0.329
brand_a,6/27/2025,active_users_30d,1201
brand_a,6/28/2025,churn_rate_30d,0.1284
brand_a,6/28/2025,avg_order_value,78.87
brand_a,6/28/2025,ltv_cac_ratio,3.421
brand_a,6/28/2025,return_rate,0.0734
brand_a,6/28/2025,discount_revenue_share,0.3159
brand_a,6/28/2025,active_users_30d,812
brand_a,6/29/2025,churn_rate_30d,0.1429
brand_a,6/29/2025,avg_order_value,80.43
brand_a,6/29/2025,ltv_cac_ratio,3.275
brand_a,6/29/2025,return_rate,0.0804
brand_a,6/29/2025,discount_revenue_share,0.3159
brand_a,6/29/2025,active_users_30d,1202
brand_a,6/30/2025,churn_rate_30d,0.1353
brand_a,6/30/2025,avg_order_value,80.96
brand_a,6/30/2025,ltv_cac_ratio,3.277
brand_a,6/30/2025,return_rate,0.0758
brand_a,6/30/2025,discount_revenue_share,0.3153
brand_a,6/30/2025,active_users_30d,915
brand_a,7/1/2025,churn_rate_30d,0.1215
brand_a,7/1/2025,avg_order_value,79.68
brand_a,7/1/2025,ltv_cac_ratio,3.21
brand_a,7/1/2025,return_rate,0.0922
brand_a,7/1/2025,discount_revenue_share,0.3192
brand_a,7/1/2025,active_users_30d,800
brand_a,7/2/2025,churn_rate_30d,0.1325
brand_a,7/2/2025,avg_order_value,81.1
brand_a,7/2/2025,ltv_cac_ratio,3.359
brand_a,7/2/2025,return_rate,0.0841
brand_a,7/2/2025,discount_revenue_share,0.3276
brand_a,7/2/2025,active_users_30d,1154
brand_a,7/3/2025,churn_rate_30d,0.1254
brand_a,7/3/2025,avg_order_value,77.81
brand_a,7/3/2025,ltv_cac_ratio,3.408
brand_a,7/3/2025,return_rate,0.0826
brand_a,7/3/2025,discount_revenue_share,0.3128
brand_a,7/3/2025,active_users_30d,960
brand_a,7/4/2025,churn_rate_30d,0.1306
brand_a,7/4/2025,avg_order_value,80.7
brand_a,7/4/2025,ltv_cac_ratio,3.376
brand_a,7/4/2025,return_rate,0.0761
brand_a,7/4/2025,discount_revenue_share,0.3291
brand_a,7/4/2025,active_users_30d,815
brand_a,7/5/2025,churn_rate_30d,0.1447
brand_a,7/5/2025,avg_order_value,80.91
brand_a,7/5/2025,ltv_cac_ratio,3.359
brand_a,7/5/2025,return_rate,0.0768
brand_a,7/5/2025,discount_revenue_share,0.3259
brand_a,7/5/2025,active_users_30d,1262
brand_a,7/6/2025,churn_rate_30d,0.1533
brand_a,7/6/2025,avg_order_value,80.91
brand_a,7/6/2025,ltv_cac_ratio,3.377
brand_a,7/6/2025,return_rate,0.0826
brand_a,7/6/2025,discount_revenue_share,0.3316
brand_a,7/6/2025,active_users_30d,1184
brand_a,7/7/2025,churn_rate_30d,0.1218
brand_a,7/7/2025,avg_order_value,77.17
brand_a,7/7/2025,ltv_cac_ratio,3.356
brand_a,7/7/2025,return_rate,0.0874
brand_a,7/7/2025,discount_revenue_share,0.3284
brand_a,7/7/2025,active_users_30d,691
brand_a,7/8/2025,churn_rate_30d,0.1412
brand_a,7/8/2025,avg_order_value,80.51
brand_a,7/8/2025,ltv_cac_ratio,3.358
brand_a,7/8/2025,return_rate,0.074
brand_a,7/8/2025,discount_revenue_share,0.3282
brand_a,7/8/2025,active_users_30d,774
brand_a,7/9/2025,churn_rate_30d,0.15
brand_a,7/9/2025,avg_order_value,79.91
brand_a,7/9/2025,ltv_cac_ratio,3.351
brand_a,7/9/2025,return_rate,0.0847
brand_a,7/9/2025,discount_revenue_share,0.322
brand_a,7/9/2025,active_users_30d,1199
brand_a,7/10/2025,churn_rate_30d,0.1449
brand_a,7/10/2025,avg_order_value,80.6
brand_a,7/10/2025,ltv_cac_ratio,3.276
brand_a,7/10/2025,return_rate,0.0906
brand_a,7/10/2025,discount_revenue_share,0.3432
brand_a,7/10/2025,active_users_30d,1046
brand_a,7/11/2025,churn_rate_30d,0.132
brand_a,7/11/2025,avg_order_value,81.68
brand_a,7/11/2025,ltv_cac_ratio,3.311
brand_a,7/11/2025,return_rate,0.086
brand_a,7/11/2025,discount_revenue_share,0.351
brand_a,7/11/2025,active_users_30d,1236
brand_a,7/12/2025,churn_rate_30d,0.1398
brand_a,7/12/2025,avg_order_value,76.22
brand_a,7/12/2025,ltv_cac_ratio,3.282
brand_a,7/12/2025,return_rate,0.0912
brand_a,7/12/2025,discount_revenue_share,0.3184
brand_a,7/12/2025,active_users_30d,1187
brand_a,7/13/2025,churn_rate_30d,0.1419
brand_a,7/13/2025,avg_order_value,78.44
brand_a,7/13/2025,ltv_cac_ratio,3.238
brand_a,7/13/2025,return_rate,0.0868
brand_a,7/13/2025,discount_revenue_share,0.3118
brand_a,7/13/2025,active_users_30d,1045
brand_a,7/14/2025,churn_rate_30d,0.1478
brand_a,7/14/2025,avg_order_value,80.25
brand_a,7/14/2025,ltv_cac_ratio,3.307
brand_a,7/14/2025,return_rate,0.0839
brand_a,7/14/2025,discount_revenue_share,0.3157
brand_a,7/14/2025,active_users_30d,1090
brand_a,7/15/2025,churn_rate_30d,0.1125
brand_a,7/15/2025,avg_order_value,79.54
brand_a,7/15/2025,ltv_cac_ratio,3.438
brand_a,7/15/2025,return_rate,0.0866
brand_a,7/15/2025,discount_revenue_share,0.3353
brand_a,7/15/2025,active_users_30d,996
brand_a,7/16/2025,churn_rate_30d,0.1443
brand_a,7/16/2025,avg_order_value,77.38
brand_a,7/16/2025,ltv_cac_ratio,3.36
brand_a,7/16/2025,return_rate,0.0742
brand_a,7/16/2025,discount_revenue_share,0.3067
brand_a,7/16/2025,active_users_30d,479
brand_a,7/17/2025,churn_rate_30d,0.162
brand_a,7/17/2025,avg_order_value,81.43
brand_a,7/17/2025,ltv_cac_ratio,3.289
brand_a,7/17/2025,return_rate,0.0779
brand_a,7/17/2025,discount_revenue_share,0.3192
brand_a,7/17/2025,active_users_30d,679
brand_a,7/18/2025,churn_rate_30d,0.1335
brand_a,7/18/2025,avg_order_value,78.54
brand_a,7/18/2025,ltv_cac_ratio,3.215
brand_a,7/18/2025,return_rate,0.0816
brand_a,7/18/2025,discount_revenue_share,0.3272
brand_a,7/18/2025,active_users_30d,976
brand_a,7/19/2025,churn_rate_30d,0.1393
brand_a,7/19/2025,avg_order_value,79.36
brand_a,7/19/2025,ltv_cac_ratio,3.303
brand_a,7/19/2025,return_rate,0.0871
brand_a,7/19/2025,discount_revenue_share,0.3239
brand_a,7/19/2025,active_users_30d,1290
brand_a,7/20/2025,churn_rate_30d,0.12
brand_a,7/20/2025,avg_order_value,81.99
brand_a,7/20/2025,ltv_cac_ratio,3.337
brand_a,7/20/2025,return_rate,0.0873
brand_a,7/20/2025,discount_revenue_share,0.3237
brand_a,7/20/2025,active_users_30d,1212
brand_a,7/21/2025,churn_rate_30d,0.1233
brand_a,7/21/2025,avg_order_value,79.23
brand_a,7/21/2025,ltv_cac_ratio,3.233
brand_a,7/21/2025,return_rate,0.093
brand_a,7/21/2025,discount_revenue_share,0.3137
brand_a,7/21/2025,active_users_30d,1309
brand_a,7/22/2025,churn_rate_30d,0.1285
brand_a,7/22/2025,avg_order_value,80.35
brand_a,7/22/2025,ltv_cac_ratio,3.39
brand_a,7/22/2025,return_rate,0.0841
brand_a,7/22/2025,discount_revenue_share,0.3261
brand_a,7/22/2025,active_users_30d,564
brand_a,7/23/2025,churn_rate_30d,0.126
brand_a,7/23/2025,avg_order_value,80.62
brand_a,7/23/2025,ltv_cac_ratio,3.252
brand_a,7/23/2025,return_rate,0.0889
brand_a,7/23/2025,discount_revenue_share,0.3007
brand_a,7/23/2025,active_users_30d,552
brand_a,7/24/2025,churn_rate_30d,0.1194
brand_a,7/24/2025,avg_order_value,84.09
brand_a,7/24/2025,ltv_cac_ratio,3.455
brand_a,7/24/2025,return_rate,0.0883
brand_a,7/24/2025,discount_revenue_share,0.3126
brand_a,7/24/2025,active_users_30d,1273
brand_a,7/25/2025,churn_rate_30d,0.1401
brand_a,7/25/2025,avg_order_value,84.73
brand_a,7/25/2025,ltv_cac_ratio,3.427
brand_a,7/25/2025,return_rate,0.0811
brand_a,7/25/2025,discount_revenue_share,0.3132
brand_a,7/25/2025,active_users_30d,454
brand_a,7/26/2025,churn_rate_30d,0.1486
brand_a,7/26/2025,avg_order_value,78.45
brand_a,7/26/2025,ltv_cac_ratio,3.445
brand_a,7/26/2025,return_rate,0.0858
brand_a,7/26/2025,discount_revenue_share,0.3268
brand_a,7/26/2025,active_users_30d,1398
brand_a,7/27/2025,churn_rate_30d,0.1354
brand_a,7/27/2025,avg_order_value,78.38
brand_a,7/27/2025,ltv_cac_ratio,3.292
brand_a,7/27/2025,return_rate,0.0828
brand_a,7/27/2025,discount_revenue_share,0.3208
brand_a,7/27/2025,active_users_30d,552
brand_a,7/28/2025,churn_rate_30d,0.147
brand_a,7/28/2025,avg_order_value,81.67
brand_a,7/28/2025,ltv_cac_ratio,3.489
brand_a,7/28/2025,return_rate,0.0893
brand_a,7/28/2025,discount_revenue_share,0.3405
brand_a,7/28/2025,active_users_30d,1097
brand_a,7/29/2025,churn_rate_30d,0.1331
brand_a,7/29/2025,avg_order_value,84.98
brand_a,7/29/2025,ltv_cac_ratio,3.46
brand_a,7/29/2025,return_rate,0.0819
brand_a,7/29/2025,discount_revenue_share,0.3123
brand_a,7/29/2025,active_users_30d,1142
brand_a,7/30/2025,churn_rate_30d,0.1217
brand_a,7/30/2025,avg_order_value,82.86
brand_a,7/30/2025,ltv_cac_ratio,3.345
brand_a,7/30/2025,return_rate,0.0816
brand_a,7/30/2025,discount_revenue_share,0.3275
brand_a,7/30/2025,active_users_30d,796
brand_a,7/31/2025,churn_rate_30d,0.1483
brand_a,7/31/2025,avg_order_value,82.91
brand_a,7/31/2025,ltv_cac_ratio,3.46
brand_a,7/31/2025,return_rate,0.0817
brand_a,7/31/2025,discount_revenue_share,0.3313
brand_a,7/31/2025,active_users_30d,683
brand_a,8/1/2025,churn_rate_30d,0.1142
brand_a,8/1/2025,avg_order_value,80.72
brand_a,8/1/2025,ltv_cac_ratio,3.429
brand_a,8/1/2025,return_rate,0.0844
brand_a,8/1/2025,discount_revenue_share,0.3
brand_a,8/1/2025,active_users_30d,809
brand_a,8/2/2025,churn_rate_30d,0.1186
brand_a,8/2/2025,avg_order_value,77.99
brand_a,8/2/2025,ltv_cac_ratio,3.374
brand_a,8/2/2025,return_rate,0.0805
brand_a,8/2/2025,discount_revenue_share,0.3165
brand_a,8/2/2025,active_users_30d,1065
brand_a,8/3/2025,churn_rate_30d,0.1327
brand_a,8/3/2025,avg_order_value,78.26
brand_a,8/3/2025,ltv_cac_ratio,3.408
brand_a,8/3/2025,return_rate,0.0826
brand_a,8/3/2025,discount_revenue_share,0.3278
brand_a,8/3/2025,active_users_30d,681
brand_a,8/4/2025,churn_rate_30d,0.1212
brand_a,8/4/2025,avg_order_value,81.29
brand_a,8/4/2025,ltv_cac_ratio,3.32
brand_a,8/4/2025,return_rate,0.082
brand_a,8/4/2025,discount_revenue_share,0.332
brand_a,8/4/2025,active_users_30d,1144
brand_a,8/5/2025,churn_rate_30d,0.1354
brand_a,8/5/2025,avg_order_value,80.99
brand_a,8/5/2025,ltv_cac_ratio,3.362
brand_a,8/5/2025,return_rate,0.0934
brand_a,8/5/2025,discount_revenue_share,0.3132
brand_a,8/5/2025,active_users_30d,1272
brand_a,8/6/2025,churn_rate_30d,0.1093
brand_a,8/6/2025,avg_order_value,77.6
brand_a,8/6/2025,ltv_cac_ratio,3.481
brand_a,8/6/2025,return_rate,0.0882
brand_a,8/6/2025,discount_revenue_share,0.3139
brand_a,8/6/2025,active_users_30d,868
brand_a,8/7/2025,churn_rate_30d,0.1342
brand_a,8/7/2025,avg_order_value,81.32
brand_a,8/7/2025,ltv_cac_ratio,3.404
brand_a,8/7/2025,return_rate,0.094
brand_a,8/7/2025,discount_revenue_share,0.3133
brand_a,8/7/2025,active_users_30d,1313
brand_a,8/8/2025,churn_rate_30d,0.1547
brand_a,8/8/2025,avg_order_value,80.34
brand_a,8/8/2025,ltv_cac_ratio,3.255
brand_a,8/8/2025,return_rate,0.0811
brand_a,8/8/2025,discount_revenue_share,0.3427
brand_a,8/8/2025,active_users_30d,1174
brand_a,8/9/2025,churn_rate_30d,0.1275
brand_a,8/9/2025,avg_order_value,82.27
brand_a,8/9/2025,ltv_cac_ratio,3.417
brand_a,8/9/2025,return_rate,0.0759
brand_a,8/9/2025,discount_revenue_share,0.3115
brand_a,8/9/2025,active_users_30d,898
brand_a,8/10/2025,churn_rate_30d,0.1317
